timestamp,original_filename,output_filename,batch_id,duration,status,error,cluster_db_path,model,language,threads,speakers,max_offset,max_len,split_on_word,vad_enabled,task_id
2026-05-10 19:56:31,val_chunk_0059.wav,,20260510_1953,2.23,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0061
2026-05-10 19:56:35,val_chunk_0060.wav,,20260510_1953,4.34,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0062
2026-05-10 19:56:37,val_chunk_0061.wav,,20260510_1953,2.25,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0063
2026-05-10 19:56:43,val_chunk_0062.wav,,20260510_1953,5.17,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0064
2026-05-10 19:56:45,val_chunk_0063.wav,,20260510_1953,2.32,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0065
2026-05-10 19:56:47,val_chunk_0064.wav,,20260510_1953,2.21,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0066
2026-05-10 19:56:49,val_chunk_0065.wav,,20260510_1953,2.21,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0067
2026-05-10 19:56:52,val_chunk_0066.wav,,20260510_1953,2.32,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0068
2026-05-10 19:56:54,val_chunk_0067.wav,,20260510_1953,2.22,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0069
2026-05-10 19:56:56,val_chunk_0068.wav,,20260510_1953,2.40,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0070
2026-05-10 19:56:59,val_chunk_0069.wav,,20260510_1953,2.24,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0071
2026-05-10 19:57:01,val_chunk_0070.wav,,20260510_1953,2.38,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0072
2026-05-10 19:57:03,val_chunk_0071.wav,,20260510_1953,2.30,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0073
2026-05-10 19:57:10,val_chunk_0072.wav,,20260510_1953,6.97,FAIL,name 'final_json_path' is not defined,,C:/ameva/AI_Models/ggml/ggml-shuka-tiny.bin,ko,8,0,1.5,15,True,False,TASK-0074
